time,hour,distance,is_blocked,is_raining,rain_rate,snr_140ghz,rsrp_140ghz,rain_loss_140ghz,atm_loss_140ghz,fog_loss_140ghz,beam_loss_140ghz,snr_220ghz,rsrp_220ghz,rain_loss_220ghz,atm_loss_220ghz,fog_loss_220ghz,beam_loss_220ghz,snr_degradation,outage_140ghz,outage_220ghz
2026-01-12 11:12:28.299701,11,75.1,False,False,0,58.56,-13.44,0,0.02,0,0.04,51.57,-12.92,0,0.07,0,1.5,6.990000000000002,False,False
2026-01-12 11:13:28.299701,11,69.55,False,False,0,59.36,-12.64,0,0.01,0,0.16,53.8,-10.69,0,0.07,0,0.26,5.560000000000002,False,False
2026-01-12 11:14:28.299701,11,65.09,False,False,0,54.06,-17.94,0,0.01,0,0.0,53.97,-10.52,0,0.06,0,0.2,0.09000000000000341,False,False
2026-01-12 11:15:28.299701,11,61.97,False,False,0,60.03,-11.97,0,0.01,0,0.06,38.04,-26.45,0,0.06,0,0.0,21.990000000000002,False,False
2026-01-12 11:16:28.299701,11,60.41,False,False,0,61.03,-10.97,0,0.01,0,0.16,54.26,-10.23,0,0.06,0,0.08,6.770000000000003,False,False
2026-01-12 11:17:28.299701,11,60.51,False,False,0,60.5,-11.5,0,0.01,0,0.08,53.84,-10.65,0,0.06,0,0.13,6.659999999999997,False,False
2026-01-12 11:18:28.299701,11,62.27,False,False,0,60.93,-11.07,0,0.01,0,0.02,53.86,-10.63,0,0.07,0,0.03,7.07,False,False
2026-01-12 11:19:28.299701,11,65.56,False,False,0,59.98,-12.02,0,0.01,0,0.03,53.36,-11.13,0,0.07,0,0.05,6.619999999999997,False,False
2026-01-12 11:20:28.299701,11,70.16,False,False,0,59.94,-12.06,0,0.01,0,0.0,52.29,-12.2,0,0.08,0,0.13,7.649999999999999,False,False
2026-01-12 11:21:28.299701,11,75.83,False,False,0,58.89,-13.11,0,0.02,0,0.06,51.57,-12.91,0,0.08,0,0.01,7.32,False,False
2026-01-12 11:22:28.299701,11,82.36,False,False,0,58.19,-13.81,0,0.02,0,0.01,50.57,-13.92,0,0.09,0,0.58,7.619999999999997,False,False
2026-01-12 11:23:28.299701,11,89.55,False,False,0,57.15,-14.85,0,0.02,0,0.27,50.23,-14.26,0,0.1,0,0.04,6.920000000000002,False,False
2026-01-12 11:24:28.299701,11,97.26,False,False,0,56.6,-15.4,0,0.02,0,0.04,49.65,-14.84,0,0.11,0,0.02,6.950000000000003,False,False
2026-01-12 11:25:28.299701,11,105.37,False,False,0,55.44,-16.56,0,0.02,0,0.04,48.6,-15.89,0,0.11,0,0.45,6.839999999999996,False,False
2026-01-12 11:26:28.299701,11,113.81,False,False,0,55.31,-16.69,0,0.02,0,0.0,48.36,-16.13,0,0.12,0,0.02,6.950000000000003,False,False
2026-01-12 11:27:28.299701,11,122.49,False,False,0,54.81,-17.19,0,0.02,0,0.03,47.6,-16.89,0,0.13,0,0.02,7.210000000000001,False,False
2026-01-12 11:28:28.299701,11,131.38,False,False,0,54.22,-17.78,0,0.03,0,0.02,46.69,-17.8,0,0.14,0,0.1,7.530000000000001,False,False
2026-01-12 11:29:28.299701,11,140.43,False,False,0,46.17,-25.83,0,0.03,0,0.0,46.11,-18.38,0,0.15,0,0.12,0.060000000000002274,False,False
