time_min,day,distance_m,snr_db,path_loss_db,rsrp_dbm,noise_dbm,channel_state,blockage_loss_db,beamwidth_deg,temperature_c,humidity_percent,is_raining,rain_rate,fog_visibility_m,path_loss_anomaly,excess_loss_db,fading_gain,snr_mean_10,snr_std_10,ccs
1600,1,188.8522831635061,34.16713639647533,135.07237268678946,-30.322562425776358,-64.48969882225168,LOS,0.0,0.6977068331498617,24.57592515166318,85.22149854738954,True,40.0,207.37541133459897,False,0.0,0.9440196320958976,40.09307843495626,3.4597472627544397,2.0
1612,1,150.80125460277233,44.60624119951193,125.6973321875833,-19.88345762273975,-64.48969882225168,LOS,0.0,0.6977068331498617,25.364269664946697,87.77052958833119,True,10.0,51.55327141965939,False,0.0,1.206111494731143,39.59309201637949,3.1268088797765143,2.0
1613,1,145.76334324564058,44.36205823437385,125.29022592587592,-20.127640587877835,-64.48969882225168,LOS,0.0,0.6977068331498617,23.63842989852199,86.75817515818105,True,10.0,226.90940476060996,False,0.0,1.0381462362848706,40.42633533335069,3.1814427502044853,2.0
1615,1,135.33849202018962,42.37069246474458,127.72416676307633,-22.119006357507107,-64.48969882225168,LOS,0.0,0.6977068331498617,23.73831553981268,85.3169321158937,True,40.0,97.95299069047324,False,0.0,1.1495186998184064,40.722912322243374,3.0053767337945088,2.0
1619,1,113.24084391935575,48.10976614308533,122.19667747712283,-16.37993267916636,-64.48969882225168,LOS,0.0,0.6977068331498617,25.996029548021724,87.13427716829804,True,5.0,80.54088921969282,False,0.0,1.2069088719711512,42.851222737888435,2.622142777941913,2.0
1620,1,107.92422116362954,47.56450018832297,124.73965121486424,-16.925198633928716,-64.48969882225168,LOS,0.0,0.6977068331498617,22.922276786414383,89.38888791274258,True,40.0,280.7117742062155,False,0.0,1.911812329491372,43.58190050066976,2.829026843981191,2.0
1631,1,54.64651069014122,55.389722695618815,116.1744873922268,-9.09997612663287,-64.48969882225168,LOS,0.0,0.6977068331498617,25.00650007465993,89.06051511791911,True,40.0,176.01164046446354,False,0.0,1.612319574332297,48.2308345319115,4.658936897513286,1.0
1633,1,65.09186668705827,50.77586541495175,118.64693275917344,-13.713833407299935,-64.48969882225168,LOS,0.0,0.6977068331498617,23.634004285251685,87.82658646133069,True,10.0,123.90376877145243,False,0.0,0.9847135980324416,49.78255397254696,3.0942394046002266,0.0
1635,1,74.91496250302785,45.17818875953027,125.19376171808564,-19.311510062721407,-64.48969882225168,LOS,0.0,0.6977068331498617,23.62161557578073,85.14134852956767,True,20.0,261.69912743218936,False,0.0,1.225251281837098,49.71554521347959,3.39134076124594,0.0
1637,1,85.25863216520877,46.56345372698625,121.46525416879378,-17.926245095265433,-64.48969882225168,LOS,0.0,0.6977068331498617,25.808390487536556,85.57285189510257,True,40.0,119.51972341265548,False,0.0,0.7143333185804572,49.51144242840154,2.8305562375017903,0.0
1646,1,132.9404049739556,44.079068278639696,125.33275001642605,-20.410630543611987,-64.48969882225168,LOS,0.0,0.6977068331498617,24.4076843578992,85.10308190882563,True,20.0,143.6358694829044,False,0.0,0.9822271791108964,45.35386919276277,2.7304212768165725,1.0
1647,1,138.2677825545076,42.38784037205711,126.4278976230772,-22.10185845019457,-64.48969882225168,LOS,0.0,0.6977068331498617,24.71234154627436,88.11714538786586,True,20.0,264.44327580656443,False,0.0,0.8562565709112302,44.93630785726985,2.841898048661452,1.0
1648,1,143.59783215133203,36.26041798438345,128.45353282010927,-28.229280837868234,-64.48969882225168,LOS,0.0,0.6977068331498617,24.347630413244733,85.26372411763964,True,40.0,245.9955353383329,False,0.0,0.3329854048109537,44.198806724502404,3.9556873480485213,2.0
5403,3,83.58665096028804,45.54317269510095,123.3719956430058,-18.946526127150737,-64.48969882225168,LOS,0.0,0.6977068331498617,25.717834272364477,90.0,True,40.0,295.0325111500448,False,0.0,0.8760864262353809,46.58869113979663,4.063315849064603,1.0
5405,3,76.17804011226887,46.20958902849439,121.37927250935604,-18.28010979375729,-64.48969882225168,LOS,0.0,0.6977068331498617,25.11321328230413,90.0,True,40.0,92.186171288593,False,0.0,0.6455297641544487,47.30648340383495,4.292610328439494,1.0
5406,3,72.86068857841471,47.37675815872319,118.53947221851077,-17.112940663528498,-64.48969882225168,LOS,0.0,0.6977068331498617,25.40185412991172,86.23932049521383,True,10.0,103.5495233412789,False,0.0,0.4391907205085141,48.19030495429873,3.0028741621957504,1.0
5407,3,69.54493653525859,52.82386075443935,118.03136384408748,-11.66583806781233,-64.48969882225168,LOS,0.0,0.6977068331498617,26.319124160025925,85.69805803957803,True,20.0,263.80655133086384,False,0.0,1.3694701725244809,49.107686475296475,2.8595896053566174,0.0
5409,3,63.41399586534009,56.58605362359543,116.19395772153304,-7.903645198656246,-64.48969882225168,LOS,0.0,0.6977068331498617,25.812644062945104,89.23357229144126,True,5.0,101.07799189739072,False,0.0,2.1331984148249235,50.394505821650405,3.387464381382777,0.0
5410,3,60.29504807323834,52.6417117864844,116.53879763259174,-11.847987035767284,-64.48969882225168,LOS,0.0,0.6977068331498617,26.174490123938604,88.72375833182626,True,5.0,214.25544806581917,False,0.0,0.9312816800080772,50.621311457181655,3.46104233437059,0.0
5415,3,56.253100637646384,52.771820484650725,115.95284096774998,-11.71787833760096,-64.48969882225168,LOS,0.0,0.6977068331498617,25.519357545557067,85.42271565600313,True,20.0,195.48757187988213,False,0.0,0.8384868636408986,51.56022108797155,2.8057806414260873,0.0
5419,3,74.4757761814001,48.65952948408699,121.49497420477276,-15.830169338164692,-64.48969882225168,LOS,0.0,0.6977068331498617,25.21645509593301,88.35298672701131,True,20.0,277.8314098088851,False,0.0,1.165414686269099,51.22063419948038,2.0699052452002404,0.0
5422,3,88.03866077168774,50.5184036527408,120.0983958698172,-13.971295169510883,-64.48969882225168,LOS,0.0,0.6977068331498617,26.741790583907783,86.32804961996708,True,10.0,227.13888888073436,False,0.0,1.2963135781122992,51.01189728838582,1.852890424139961,0.0
5424,3,98.10579879004594,49.190953134127525,120.61465141619271,-15.298745688124155,-64.48969882225168,LOS,0.0,0.6977068331498617,26.50440523820276,90.0,True,5.0,83.14041684037412,False,0.0,1.07545086399957,50.57609378501182,1.814900181233678,0.0
5425,3,103.28689661229156,49.01579544801314,121.3438937569151,-15.47390337423854,-64.48969882225168,LOS,0.0,0.6977068331498617,26.687919013489243,90.0,True,5.0,149.84042753765607,False,0.0,1.2217969545284897,50.20049128134806,1.694674887336667,0.0
5437,3,173.51518619885627,37.24793159496,128.65968992444363,-27.241767227291685,-64.48969882225168,LOS,0.0,0.6977068331498617,25.154466722861013,85.04656352211364,True,20.0,290.56081875500746,False,0.0,0.4383209913945909,40.92560093654801,4.398354780347802,2.0
5447,3,170.11374846524322,39.89807395240173,130.9306777387298,-24.59162486984995,-64.48969882225168,LOS,0.0,0.6977068331498617,26.503767678585245,89.61064765198556,True,40.0,272.76830176493013,False,0.0,1.3611478041761236,39.11715538020222,2.809143221360251,2.0
5452,3,144.3055131465443,43.78786237952964,124.54058622172695,-20.701836442722048,-64.48969882225168,LOS,0.0,0.6977068331498617,25.22390577724749,87.95854188442145,True,5.0,277.8390980745688,False,0.0,0.7653762432563271,40.82530066250628,3.6755237760417074,2.0
5463,3,95.0381749139617,41.4019757387269,122.8870307858649,-23.08772308352477,-64.48969882225168,LOS,0.0,0.6977068331498617,25.33003103089333,85.25788077157185,True,10.0,153.88055086564663,False,0.0,0.301947035603568,46.10198285125503,2.3109439176941313,1.0
5477,3,65.7861158643628,51.09231401831043,116.48975575903906,-13.39738480394125,-64.48969882225168,LOS,0.0,0.6977068331498617,25.11623234706397,86.32995119487019,True,5.0,240.43557638713463,False,0.0,0.6445210345207476,52.21896059454049,1.9599332012212713,0.0
5478,3,70.91576989580845,46.73227015287027,117.6717080779347,-17.75742866938141,-64.48969882225168,LOS,0.0,0.6977068331498617,25.74171666192434,88.20107858910782,True,5.0,150.06621031500947,False,0.0,0.3100472908217379,52.01558988906263,2.4115261344298746,0.0
5480,3,81.33267517398379,49.27995061216831,121.5279110790573,-15.209748210083378,-64.48969882225168,LOS,0.0,0.6977068331498617,24.31596529415975,90.0,True,40.0,83.2472240922434,False,0.0,1.3546162680649203,51.926293432069244,2.502933640272297,0.0
5487,3,118.77877348633596,46.71685558979188,123.30317746023051,-17.772843232459806,-64.48969882225168,LOS,0.0,0.6977068331498617,25.19057336796761,87.6463818821023,True,5.0,170.5308384426579,False,0.0,1.1298828657431463,47.45449173305657,2.2208424315688906,1.0
5490,3,136.070253579764,41.79104106427452,125.54997172974382,-22.698657757977166,-64.48969882225168,LOS,0.0,0.6977068331498617,26.24540472193509,85.03125975433376,True,20.0,240.7313727092066,False,0.0,0.6097213424677472,45.752564160781375,2.4700636516161025,1.0
5496,3,170.62483802851992,40.44610572324926,129.0445872169479,-24.043593099002425,-64.48969882225168,LOS,0.0,0.6977068331498617,25.803622194151963,85.42763784566162,True,20.0,201.5582543937877,False,0.0,1.000228930316737,42.47592559991433,2.341753277454601,2.0
5508,3,159.66932762262033,38.8939877980727,129.611070276516,-25.595711024178986,-64.48969882225168,LOS,0.0,0.6977068331498617,24.9472886689054,87.96104965459497,True,40.0,52.84858737882307,False,0.0,0.7971424282081826,39.745519868376235,1.7163290489766068,2.0
5512,3,135.8349148313851,44.327807876197056,125.20117056918168,-20.161890946054623,-64.48969882225168,LOS,0.0,0.6977068331498617,24.790599823080807,88.10868404272608,True,10.0,298.06791317236315,False,0.0,1.0090854922521253,40.65903850786423,2.3354865710244863,2.0
5514,3,123.97335330911432,45.19146433002369,124.40738643919636,-19.29823449222799,-64.48969882225168,LOS,0.0,0.6977068331498617,25.30728469365898,88.80218447397277,True,20.0,271.1143368030665,False,0.0,1.0254516652895578,41.54261304938954,3.1516233129817484,2.0
5518,3,100.5062060137504,44.697400657607496,125.10284260755483,-19.792298164644187,-64.48969882225168,LOS,0.0,0.6977068331498617,23.92146926077899,89.54644130239902,True,20.0,211.45639304127857,False,0.0,1.074124058899964,44.41868446327994,2.610475184559016,1.0
5519,3,94.63455145542297,46.98686756168307,123.3419939065098,-17.50283126056861,-64.48969882225168,LOS,0.0,0.6977068331498617,23.83427577920314,88.46779104360965,True,40.0,295.01030616932263,False,0.0,1.2131549220644091,45.08372281069862,2.281317131402853,1.0
14428,10,173.99315991112374,40.90784160513,128.6588993624101,-23.581857217121684,-64.48969882225168,LOS,0.0,0.6977068331498617,23.026758071116653,86.64166278314694,True,20.0,240.11630241259004,False,0.0,1.0178978909654823,41.672515525770834,2.2266334160922723,2.0
14429,10,172.9443977488055,37.04973944939599,128.3178125875548,-27.4399593728557,-64.48969882225168,LOS,0.0,0.6977068331498617,23.810085955930077,85.86069838509762,True,10.0,248.5336147554673,False,0.0,0.3870662647380321,40.97862114742101,2.4902387000413038,2.0
14440,10,169.143981457988,30.850330609698524,138.07980842533212,-33.63936821255316,-64.48969882225168,LOS,0.0,0.6977068331498617,24.16812070344582,85.7231018852305,True,5.0,57.42361699375282,False,0.0,0.8791116214760505,38.12310340481016,4.466000099756742,2.0
14447,10,173.37429532459964,39.66711916436958,129.4499240981605,-24.822579657882105,-64.48969882225168,LOS,0.0,0.6977068331498617,23.643361063851696,90.0,True,20.0,265.6245534053784,False,0.0,0.9177712396803902,38.33847917382481,3.649735331662894,2.0
14450,10,178.31002025916055,34.78747597721943,132.00096893434633,-29.702222845032257,-64.48969882225168,LOS,0.0,0.6977068331498617,24.57484284116965,85.4803524838272,True,5.0,240.34330639762123,False,0.0,0.5368767649955107,38.56430772219429,2.869874056056522,2.0
14451,10,179.77332249592845,44.67429802662972,127.0591612965968,-19.81540079562196,-64.48969882225168,LOS,0.0,0.6977068331498617,24.12485266735058,85.61815364540482,True,5.0,251.1134559320653,False,0.0,1.676393815957168,39.17940844846116,3.458843801258409,2.0
14461,10,192.4182786262614,41.30054517579475,127.52089887127828,-23.189153646456933,-64.48969882225168,LOS,0.0,0.6977068331498617,22.73938399078933,87.25074183719438,True,5.0,137.27131396644023,False,0.0,0.8573823175534987,37.450420216421676,3.2681385284657076,2.0
14465,10,191.5272030423636,37.82025291918335,131.62932552474297,-26.669445903068336,-64.48969882225168,LOS,0.0,0.6977068331498617,25.45684228879601,85.42694196367361,True,20.0,81.09299032416108,False,0.0,0.9908044812610156,37.09390305166699,4.585897767056821,2.0
14470,10,191.36144994018207,37.36836866974412,128.83751796154925,-27.12133015250756,-64.48969882225168,LOS,0.0,0.6977068331498617,22.064523251838263,90.0,True,10.0,194.1320399794619,False,0.0,0.4694818215112593,37.91268573469746,3.6989241785608034,2.0
14471,10,191.2637306696486,38.86754915736215,127.35719948480596,-25.62214966488953,-64.48969882225168,LOS,0.0,0.6977068331498617,24.114177135102494,87.6436132037229,True,5.0,179.5925402027314,False,0.0,0.4715252803886679,37.6693861328542,3.5273626646139777,2.0
14474,10,189.6692337043954,43.77557045177495,127.32906609168806,-20.71412837047673,-64.48969882225168,LOS,0.0,0.6977068331498617,23.64906364415307,89.84468524613442,True,5.0,55.816170988982655,False,0.0,1.4504199748128224,38.28554468591331,2.4238666599315417,2.0
14478,10,187.4690174376516,30.33431765037921,134.973589175777,-34.15538117187247,-64.48969882225168,LOS,0.0,0.6977068331498617,24.420003007438293,88.58110915668033,True,5.0,264.14800397754584,False,0.0,0.3817867046075006,37.26094303215494,3.542031298188021,2.0
14488,10,182.32294633410385,42.033738202918094,128.1709043732961,-22.455960619333588,-64.48969882225168,LOS,0.0,0.6977068331498617,24.913234615067555,87.34876558421867,True,10.0,122.88528153700317,False,0.0,1.1789472544472377,37.52798249109408,4.625335781889369,2.0
14495,10,179.0788768579824,35.74699620703588,129.5056619795979,-28.74270261521581,-64.48969882225168,LOS,0.0,0.6977068331498617,23.490183144077555,90.0,True,20.0,163.057972415197,False,0.0,0.3769605795238931,40.239715566978454,1.9046230604700956,2.0
14496,10,178.14207560072626,41.21544273441573,131.18844599679684,-23.27425608783595,-64.48969882225168,LOS,0.0,0.6977068331498617,23.99674709943129,89.38764894346237,True,40.0,175.78590190607747,False,0.0,1.9562258384005609,40.292651193704415,1.9256478200350513,2.0
14505,10,161.96378984280932,38.86105882950189,129.83359590074332,-25.62863999274979,-64.48969882225168,LOS,0.0,0.6977068331498617,24.44453970209408,89.9647734617168,True,40.0,154.71489574600463,False,0.0,0.832713471769105,41.12615946924724,2.3716877973772217,2.0
