time_min,day,distance_m,snr_db,path_loss_db,rsrp_dbm,noise_dbm,channel_state,blockage_loss_db,beamwidth_deg,temperature_c,humidity_percent,is_raining,rain_rate,fog_visibility_m,path_loss_anomaly,excess_loss_db,fading_gain,snr_mean_10,snr_std_10,ccs
7781,5,114.78842758129316,54.894456339411306,117.6439716480084,-17.105536777490467,-71.99999311690178,LOS,0.0,1.240717695633861,28.959297353926885,87.10703342309178,True,5.0,275.1654689418252,False,0.0,1.1319923373586436,55.46315540201117,0.9578946489628493,1.0
7782,5,118.19692591296308,52.23440470427832,119.54651478165071,-19.76558841262346,-71.99999311690178,LOS,0.0,1.240717695633861,27.940611629930064,89.19673171070139,True,20.0,51.40696425805695,False,0.0,0.9508075834223142,55.03001714555718,1.3161815971031732,1.0
7787,5,133.66715172811692,47.3217152151961,121.72737259084823,-24.67827790170568,-71.99999311690178,LOS,0.0,1.240717695633861,28.57745294112677,88.86204943014889,True,40.0,251.91291945443928,False,0.0,0.506885034273222,53.18291914496344,2.820750620238705,1.0
7790,5,142.50207177727543,53.01305577109971,119.62371539650977,-18.98693734580207,-71.99999311690178,LOS,0.0,1.240717695633861,27.86038158060605,86.96496841283,True,5.0,275.8499493104721,False,0.0,1.1579179997816027,51.99526754719443,2.2050833819327766,1.0
7800,5,161.42263490374836,48.99320520301434,123.0946950004424,-23.00678791388744,-71.99999311690178,LOS,0.0,1.240717695633861,27.58255531883177,85.74001063189858,True,20.0,240.05592584623363,False,0.0,1.0204476001390863,49.078018834595305,3.1629759228216057,2.0
7804,5,168.79374160697685,44.39851455064637,123.945977172487,-27.60147856625541,-71.99999311690178,LOS,0.0,1.240717695633861,28.291858662704648,87.3766346106486,True,20.0,287.4827394515735,False,0.0,0.4309727992447477,48.7770019064036,2.27562295009294,2.0
7811,5,186.2255054588297,47.59555660398873,122.26875492880464,-24.404436512913044,-71.99999311690178,LOS,0.0,1.240717695633861,28.634579898995725,88.07717311754307,True,5.0,274.4561560835042,False,0.0,0.6115498184637144,47.38175539562051,2.294479422011383,2.0
7816,5,199.48593566294196,41.532750402366666,127.55048956430828,-30.46724271453511,-71.99999311690178,LOS,0.0,1.240717695633861,26.743086134762837,85.472782085146,True,40.0,232.78983642063687,False,0.0,0.5108868037663844,45.29579178507821,3.020125826417599,2.0
7821,5,185.75742012526445,50.14324133282503,123.14413434005812,-21.85675178407675,-71.99999311690178,LOS,0.0,1.240717695633861,27.65199619733209,90.0,True,10.0,182.36687034677183,False,0.0,1.3450494635326955,46.05245171811602,3.355518301372719,2.0
7822,5,181.1460084930424,47.366814608293154,125.92319029684884,-24.633178508608623,-71.99999311690178,LOS,0.0,1.240717695633861,29.1863212980878,86.04181839813545,True,40.0,104.90273461948678,False,0.0,1.3458640071870227,46.20039175706792,3.379956895143615,2.0
