time_min,distance_m,snr_140_db,snr_220_db,snr_gap_db,pl_140_db,pl_220_db,state_140,state_220,is_raining,rain_rate,fog_visibility_m
486,72.47215040067832,58.71979196093937,48.81343315828745,9.906358802651916,112.85943294598523,120.92874550099324,LOS,LOS,False,0.0,
487,73.45825658310649,58.71798684806799,48.38782526946429,10.3301615786037,112.73062517652497,120.0367122746105,LOS,LOS,False,0.0,
488,74.42876183653152,59.202302880358886,48.617911859094036,10.58439102126485,112.91881738543725,120.80011980781559,LOS,LOS,False,0.0,
489,75.44235933992081,58.57084541471656,48.80667608455273,9.764169330163831,112.95522462719974,120.2088768627132,LOS,LOS,False,0.0,
490,76.4543018781556,59.47513556903017,49.82993982175997,9.6451957472702,113.10357732288789,120.23929467528042,LOS,LOS,False,0.0,
491,77.54184762406615,57.923879016578894,46.661961623598685,11.261917392980209,113.26622650410854,121.68601470922096,LOS,LOS,False,0.0,
492,78.65253846125653,60.077649489942395,48.6788776443822,11.398771845560198,113.39334875747528,120.50440067277752,LOS,LOS,False,0.0,
493,79.85196041463252,57.32603209802274,48.55425387834865,8.77177821967409,113.55077099778345,120.50923681835798,LOS,LOS,False,0.0,
494,81.05495634410528,58.72663681182559,47.12843011338968,11.59820669843591,113.60150755941628,120.60582826001348,LOS,LOS,False,0.0,
495,82.21677406012323,58.694891165501204,47.82490364721525,10.869987518285953,113.72026584060616,120.74336801184235,LOS,LOS,False,0.0,
496,83.37172110441234,58.13344068959452,48.36311982448588,9.770320865108644,113.8425742455309,120.99640946599285,LOS,LOS,False,0.0,
497,84.413502649666,57.24322486786377,48.99658442328624,8.246640444577537,114.16170287669509,120.91705046770441,LOS,LOS,False,0.0,
498,85.43706783477636,56.03690575752489,48.43062536728042,7.606280390244471,114.41580068374273,120.98032477123344,LOS,LOS,False,0.0,
499,86.47070362495556,57.609489076679395,48.996758276640456,8.612730800038939,114.56189206423632,121.03059438145108,LOS,LOS,False,0.0,
500,87.44171882690542,58.71530618791068,49.08884263526725,9.626463552643429,114.25365105733104,121.71151211268223,LOS,LOS,False,0.0,
501,88.39768856750257,58.1043296301471,47.366995510806206,10.737334119340893,114.45139908621762,121.25137122696722,LOS,LOS,False,0.0,
502,89.32825354874073,56.80999507712966,47.265610544188945,9.544384532940718,114.55454042267799,121.69092164175572,LOS,LOS,False,0.0,
503,90.29477097178862,56.58640397279059,48.39437292792501,8.19203104486558,114.59453781991927,122.06446548497993,LOS,LOS,False,0.0,
504,91.271692997358,57.19407037448673,47.60146499352307,9.592605380963661,114.62091846001798,121.86064904839762,LOS,LOS,False,0.0,
505,92.12713461538776,57.471454653288184,47.95602314320264,9.515431510085541,114.78046227885837,121.50953608524695,LOS,LOS,False,0.0,
506,93.05503182150368,56.64077060441569,47.74843505815403,8.892335546261663,115.33262250451467,121.7657635018273,LOS,LOS,False,0.0,
507,93.94354329826102,54.893052950854724,48.39416854681001,6.498884404044716,115.00763404686279,121.56862420962851,LOS,LOS,False,0.0,
508,94.84690254032526,57.06152918155367,47.35453827096035,9.70699091059332,114.97434533415371,121.73519957242442,LOS,LOS,False,0.0,
509,95.75972920069697,56.88146863851406,49.26540836066752,7.616060277846536,115.09689105345635,121.73369467083776,LOS,LOS,False,0.0,
510,96.68720540831461,56.88950845190627,48.06138853808561,8.828119913820665,115.67606259074095,121.98495135434054,LOS,LOS,False,0.0,
511,97.51613208887828,56.34150690570693,46.775532574030244,9.565974331676685,115.52131987557493,122.49169862826464,LOS,LOS,False,0.0,
512,98.34258823478406,56.28622000802537,45.22720695088216,11.059013057143204,115.4372145576175,122.55140119032585,LOS,LOS,False,0.0,
513,99.19603050237838,55.964653176608486,46.89429244176304,9.070360734845444,115.50167938053441,121.96294910928083,LOS,LOS,False,0.0,
514,100.07581833006398,55.90169850221054,47.27930463534484,8.6223938668657,115.44463584914416,122.04925025426923,LOS,LOS,False,0.0,
515,101.07566050387187,56.04810908422495,47.667926613403786,8.380182470821161,115.58596539883358,122.41560521983062,LOS,LOS,False,0.0,
516,102.0445090081758,58.03475368370563,46.025588347541195,12.009165336164436,115.59235985622965,122.64242511413926,LOS,LOS,False,0.0,
517,103.05626025570804,55.613724831382825,47.258372318056054,8.355352513326771,115.88119774633044,122.30269836880865,LOS,LOS,False,0.0,
518,104.01862849922784,56.214519184410435,46.73451641981484,9.480002764595596,115.81194820071948,122.30122049463465,LOS,LOS,False,0.0,
