time_min,day,distance_m,snr_db,path_loss_db,rsrp_dbm,noise_dbm,channel_state,blockage_loss_db,beamwidth_deg,temperature_c,humidity_percent,is_raining,rain_rate,fog_visibility_m,path_loss_anomaly,excess_loss_db,fading_gain
0,0,104.4699571501474,50.395447265701925,121.22161264866693,-14.094251556549759,-64.48969882225168,LOS,0.0,0.6977068331498617,24.424211080618317,79.19803278719017,False,0.0,,False,0.0,1.6320599563268283
1,0,109.03708421563837,44.87750057273523,123.72648567133677,-19.612198249516457,-64.48969882225168,LOS,0.0,0.6977068331498617,22.8984823618588,84.42841138295499,False,0.0,,False,0.0,0.815508969735201
2,0,113.23800686315744,42.56806287095519,125.37197675703635,-21.921635951296494,-64.48969882225168,LOS,0.0,0.6977068331498617,24.158292766153423,81.71663583538958,False,0.0,,False,0.0,0.6998969171531906
3,0,117.60459399289032,45.51699238012046,121.9016445596112,-18.97270644213122,-64.48969882225168,LOS,0.0,0.6977068331498617,24.517460900169546,77.22699235255425,False,0.0,,False,0.0,0.620717245660777
4,0,122.2159851879618,46.24845452471802,121.28544590661214,-18.24124429753366,-64.48969882225168,LOS,0.0,0.6977068331498617,22.70462988899033,71.56822678894147,False,0.0,,False,0.0,0.6374118908175596
5,0,127.04647343651935,41.162127696298064,128.3950269986492,-23.327571125953618,-64.48969882225168,LOS,0.0,0.6977068331498617,24.160271790186144,79.39373005349175,False,0.0,,False,0.0,1.015653541651612
6,0,131.8343586603783,43.93869570867756,124.0993162044041,-20.551003113574122,-64.48969882225168,LOS,0.0,0.6977068331498617,24.337898034193767,75.36874008052467,False,0.0,,False,0.0,0.7158652960889043
7,0,136.9909050550864,45.709499226548516,122.44815833670461,-18.780199595703163,-64.48969882225168,LOS,0.0,0.6977068331498617,24.40415731734646,90.0,False,0.0,,False,0.0,0.7358611487636272
8,0,142.37586166538395,45.087363638231096,123.96053551790598,-19.402335184020586,-64.48969882225168,LOS,0.0,0.6977068331498617,22.568589462160766,84.86193909440597,False,0.0,,False,0.0,0.9032750894051069
9,0,147.68376210540765,41.43326116058421,125.49158298538178,-23.056437661667474,-64.48969882225168,LOS,0.0,0.6977068331498617,23.68851512807761,70.70348717458828,False,0.0,,False,0.0,0.5540060817920343
10,0,153.11297155712538,46.07627334745308,123.85754928502435,-18.4134254747986,-64.48969882225168,LOS,0.0,0.6977068331498617,24.52298171717961,79.54008215438728,False,0.0,,False,0.0,1.107675069217069
11,0,158.6285510785608,43.27821858229188,125.92082669611895,-21.211480239959805,-64.48969882225168,LOS,0.0,0.6977068331498617,23.03514788904546,73.23204225078375,False,0.0,,False,0.0,0.935264921122308
12,0,164.10695158674926,42.64180649286943,125.77778184079145,-21.847892329382255,-64.48969882225168,LOS,0.0,0.6977068331498617,24.51521494092424,77.05015938897789,False,0.0,,False,0.0,0.7816079194965957
13,0,169.70432526917506,44.29788048011849,125.18627579477857,-20.19181834213319,-64.48969882225168,LOS,0.0,0.6977068331498617,23.98959342169719,84.21806736376296,False,0.0,,False,0.0,0.998724595329151
